study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	nominal_length	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	first_created
PRJNA50057	SRP011610	SAMN00829123	SRS301818	SRX130912	SRR447239	SRA050972	858658	Lactobacillus crispatus EX849587VC04	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX849587VC04-library	PAIRED		WGS	GENOMIC	RANDOM	4067069	406706900	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; VCU VaHMP Lactobacillus crispatus EX849587VC04	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC04	EX849587VC04-1	EX849587VC04-1	137541900;139671511;	a26c21d01005abe7e97996963f6e48e5;4d3a52fa9c6475395c6a28c262f9273d;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447239/SRR447239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447239/SRR447239_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447239/SRR447239_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447239/SRR447239_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447239/SRR447239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447239/SRR447239_2.fastq.gz;							149766940	c3961b6388087e7f061c57cac7fef5a0	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447239	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447239	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447239				EX849587VC04		Lactobacillus crispatus EX849587VC04	2012-07-30
PRJNA50059	SRP011775	SAMN00829401	SRS302066	SRX130902	SRR447240	SRA050972	858664	Lactobacillus jensenii EX849587VC05	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus jensenii EX849587VC05-library	PAIRED		WGS	GENOMIC	RANDOM	2499578	249957800	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus jensenii EX849587VC05-library	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC05	EX849587VC05	EX849587VC05	83667036;84193812;	82a5fdc565e830f005123d3dc2d1cdb6;aa2b38be04aa9fbbadaaf24aa6e83ab7;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447240/SRR447240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447240/SRR447240_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447240/SRR447240_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447240/SRR447240_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447240/SRR447240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447240/SRR447240_2.fastq.gz;							90018690	d6fbe2097487ae70a20bb51cd0b5f0f0	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447240	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447240	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447240				EX849587VC05		Lactobacillus jensenii EX849587VC05	2012-07-30
PRJNA50061	SRP011611	SAMN00829124	SRS301819	SRX130336	SRR447241	SRA050972	858665	Lactobacillus jensenii EX849587VC06	LS454	454 GS FLX Titanium	Lactobacillus jensenii EX849587VC06-library	SINGLE		WGS	GENOMIC	RANDOM	237979	149786588	Virginia Commonwealth University	2012-07-30	2015-06-19	454 GS FLX Titanium sequencing; Lactobacillus jensenii EX849587VC06 Sequencing	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC06	EX849587VC06	EX849587VC06	105724778	8dc5a23720d8abca8ed03912b16530c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447241/SRR447241.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447241/SRR447241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447241/SRR447241.fastq.gz							323031855	3256a491b073c1a9b391f76d1a5feff2	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447241	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447241	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447241				EX849587VC06		Lactobacillus jensenii EX849587VC06	2012-07-30
PRJNA50061	SRP011611	SAMN00829124	SRS301819	SRX130913	SRR447242	SRA050972	858665	Lactobacillus jensenii EX849587VC06	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus jensenii EX849587VC06-library	PAIRED		WGS	GENOMIC	RANDOM	2010378	201037800	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; VCU VaHMP Lactobacillus jensenii EX849587VC06	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC06	EX849587VC06-1	EX849587VC06-1	64735619;65529596;	85e2fa8f6ea40b7d0392f73574a84dfc;08e60ab6360755b7c108244492ff0b52;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447242/SRR447242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447242/SRR447242_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447242/SRR447242_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447242/SRR447242_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447242/SRR447242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447242/SRR447242_2.fastq.gz;							71417885	8480542c67ccb9ef742abeca45309743	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447242	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447242	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447242				EX849587VC06		Lactobacillus jensenii EX849587VC06	2012-07-30
PRJNA50063	SRP011776	SAMN00829402	SRS302067	SRX130903	SRR447243	SRA050972	858659	Lactobacillus crispatus EX849587VC07	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX849587VC07-library	PAIRED		WGS	GENOMIC	RANDOM	246227	24622700	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus crispatus EX849587VC07-library	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC07	EX849587VC07	EX849587VC07	8221071;8344307;	2dec290de2ab529ff8438ec7a3d70e8f;9422d3d098a268f1083e7b00b04582d6;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447243/SRR447243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447243/SRR447243_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447243/SRR447243_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447243/SRR447243_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447243/SRR447243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447243/SRR447243_2.fastq.gz;							8879722	a4e4dea250e9c59b6fb20f5cf2e9df1e	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447243	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447243	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447243				EX849587VC07		Lactobacillus crispatus EX849587VC07	2012-07-30
PRJNA50067	SRP011612	SAMN00829125	SRS301820	SRX130337	SRR447244	SRA050972	858661	Lactobacillus crispatus EX849587VC08	LS454	454 GS FLX Titanium	Lactobacillus crispatus EX849587VC08-library	SINGLE		WGS	GENOMIC	RANDOM	37671	19479744	Virginia Commonwealth University	2012-07-30	2015-06-19	454 GS FLX Titanium sequencing; Lactobacillus crispatus EX849587VC08 Sequencing	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC08	EX849587VC08	EX849587VC08	13716580	f19f2e2a0c351d3c01096e15ca0fffdd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447244/SRR447244.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447244/SRR447244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447244/SRR447244.fastq.gz							45422865	e4c57bd9e78a9631d8857cb55e822a43	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447244	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447244	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447244				EX849587VC08		Lactobacillus crispatus EX849587VC08	2012-07-30
PRJNA50067	SRP011612	SAMN00829125	SRS301820	SRX130914	SRR447245	SRA050972	858661	Lactobacillus crispatus EX849587VC08	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX849587VC08-library	PAIRED		WGS	GENOMIC	RANDOM	1467020	146702000	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; VCU VaHMP Lactobacillus crispatus EX849587VC08	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC08	EX849587VC08-1	EX849587VC08-1	49845959;50711034;	1094c8d59ffe51a082cb3052461ea2da;fd7216087d842931bb7f4d1ed462ef24;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447245/SRR447245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447245/SRR447245_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447245/SRR447245_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447245/SRR447245_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447245/SRR447245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447245/SRR447245_2.fastq.gz;							54058133	a31a1d41f76d0e484b63be158b0490a6	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447245	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447245	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447245				EX849587VC08		Lactobacillus crispatus EX849587VC08	2012-07-30
PRJNA52107	SRP013850	SAMN01057066	SRS346532	SRX155504	SRR515126	SRA054865	883094	Lactobacillus crispatus FB049-03	ILLUMINA	Illumina HiSeq 2000	Solexa-74028	PAIRED	574	WGS	GENOMIC	RANDOM	3024720	610993440	BI	2012-06-27	2015-06-19	Illumina HiSeq 2000 paired end sequencing; Illumina whole genome shotgun sequencing of genomic DNA paired-end library &apos;Solexa-74028&apos; containing sample &apos;Lactobacillus crispatus FB049-03&apos;	Reference genome for the Human Microbiome Project	Human_Microbiome_Project_FB049_03	191858.WR26384.Solexa-74028.D0ENAACXX111117.P	D0ENAACXX111117.1.tagged_581.bam	244219238;249671262;	fb09403360bd4c3df5121bbcce7d3fa6;4aba1f3045b4a12b61c79f10d219e7c9;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515126/SRR515126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515126/SRR515126_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR515/SRR515126/SRR515126_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR515/SRR515126/SRR515126_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515126/SRR515126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515126/SRR515126_2.fastq.gz;							402723534	045b4405f37393dc01badbb538d45df1	ftp.sra.ebi.ac.uk/vol1/srr/SRR515/SRR515126	fasp.sra.ebi.ac.uk:/vol1/srr/SRR515/SRR515126	ftp.sra.ebi.ac.uk/vol1/srr/SRR515/SRR515126				PRJNA28331.Lactobacillus crispatus FB049-03		Generic sample from Lactobacillus crispatus FB049-03	2012-06-27
PRJNA52105	SRP013851	SAMN01057067	SRS346533	SRX155505	SRR515127	SRA054866	883092	Lactobacillus crispatus FB077-07	ILLUMINA	Illumina HiSeq 2000	Solexa-74033	PAIRED	528	WGS	GENOMIC	RANDOM	3839726	775624652	BI	2012-06-27	2015-06-19	Illumina HiSeq 2000 paired end sequencing; Illumina whole genome shotgun sequencing of genomic DNA paired-end library &apos;Solexa-74033&apos; containing sample &apos;Lactobacillus crispatus FB077-07&apos;	Reference genome for the Human Microbiome Project	Human_Microbiome_Project_FB077_07	191857.WR26384.Solexa-74033.D0ENAACXX111117.P	D0ENAACXX111117.1.tagged_818.bam	306911657;312766603;	96149276f1b57ddc7f96f90a6e36b7ff;351048450a545d621484de8671ad822c;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515127/SRR515127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515127/SRR515127_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR515/SRR515127/SRR515127_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR515/SRR515127/SRR515127_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515127/SRR515127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515127/SRR515127_2.fastq.gz;							504952383	26c39d18ac309fc14b7faeb0e081226e	ftp.sra.ebi.ac.uk/vol1/srr/SRR515/SRR515127	fasp.sra.ebi.ac.uk:/vol1/srr/SRR515/SRR515127	ftp.sra.ebi.ac.uk/vol1/srr/SRR515/SRR515127				PRJNA28331.Lactobacillus crispatus FB077-07		Generic sample from Lactobacillus crispatus FB077-07	2012-06-27
PRJNA52107	SRP013850	SAMN01057066	SRS346532	SRX155863	SRR515552	SRA054865	883094	Lactobacillus crispatus FB049-03	ILLUMINA	Illumina HiSeq 2000	Pond-75838	PAIRED	310	WGS	GENOMIC	RANDOM	7522490	1519542980	BI	2012-06-27	2015-06-19	Illumina HiSeq 2000 paired end sequencing; Illumina whole genome shotgun sequencing of genomic DNA paired-end library &apos;Pond-75838&apos; containing sample &apos;Lactobacillus crispatus FB049-03&apos;	Reference genome for the Human Microbiome Project	Human_Microbiome_Project_FB049_03	191858.WR25825.Pond-75838.B028JACXX110725.P	B028JACXX110725.2.tagged_564.bam	653095567;696731355;	ef5694b2ee06cde25a2051fd26a63d7f;3b09ba65b15af84d6d1a3b7928059e70;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515552/SRR515552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515552/SRR515552_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR515/SRR515552/SRR515552_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR515/SRR515552/SRR515552_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515552/SRR515552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515552/SRR515552_2.fastq.gz;							1066908069	874a7767e2ddddab63dd2ae57ff4d3ed	ftp.sra.ebi.ac.uk/vol1/srr/SRR515/SRR515552	fasp.sra.ebi.ac.uk:/vol1/srr/SRR515/SRR515552	ftp.sra.ebi.ac.uk/vol1/srr/SRR515/SRR515552				PRJNA28331.Lactobacillus crispatus FB049-03		Generic sample from Lactobacillus crispatus FB049-03	2012-06-27
PRJNA52105	SRP013851	SAMN01057067	SRS346533	SRX155875	SRR515554	SRA054866	883092	Lactobacillus crispatus FB077-07	ILLUMINA	Illumina HiSeq 2000	Pond-75843	PAIRED	310	WGS	GENOMIC	RANDOM	7837144	1583103088	BI	2012-06-27	2015-06-19	Illumina HiSeq 2000 paired end sequencing; Illumina whole genome shotgun sequencing of genomic DNA paired-end library &apos;Pond-75843&apos; containing sample &apos;Lactobacillus crispatus FB077-07&apos;	Reference genome for the Human Microbiome Project	Human_Microbiome_Project_FB077_07	191857.WR25825.Pond-75843.B028JACXX110725.P	B028JACXX110725.2.tagged_214.bam	679192754;727628934;	e216a949c06d42d8ec5e77662070e782;6571819f7f131f563faef26d7449ec79;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515554/SRR515554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515554/SRR515554_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR515/SRR515554/SRR515554_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR515/SRR515554/SRR515554_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515554/SRR515554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR515/SRR515554/SRR515554_2.fastq.gz;							1109398855	a1be40fa5b576d35d69b28ce43910df6	ftp.sra.ebi.ac.uk/vol1/srr/SRR515/SRR515554	fasp.sra.ebi.ac.uk:/vol1/srr/SRR515/SRR515554	ftp.sra.ebi.ac.uk/vol1/srr/SRR515/SRR515554				PRJNA28331.Lactobacillus crispatus FB077-07		Generic sample from Lactobacillus crispatus FB077-07	2012-06-27
PRJNA376205	SRP100551	SAMN06367882	SRS1996474	SRX2582455	SRR5278615	SRA539566	33959	Lactobacillus johnsonii	ILLUMINA	Illumina MiSeq	LJ41072	PAIRED		WGS	GENOMIC	RANDOM	453998	273306796		2017-03-01	2017-03-01	Illumina MiSeq sequencing; WGS of L. johnsonii : in vitro evolution isolate	Lactobacillus reuteri and johnsonii Genome sequencing and assembly	PRJNA376205	LJ41072	LJ41072seqsmerged_R1.fastq.gz	101338405;114819101;	0e3375af0e1264adaecf2a5f2e98e829;c48ebbfa5e2f0eb37a529a4da87f6cc4;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/005/SRR5278615/SRR5278615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/005/SRR5278615/SRR5278615_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/005/SRR5278615/SRR5278615_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/005/SRR5278615/SRR5278615_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/005/SRR5278615/SRR5278615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/005/SRR5278615/SRR5278615_2.fastq.gz;							176721369	31f0514de14585c5b35cc3e1f31d4a15	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/005/SRR5278615	fasp.sra.ebi.ac.uk:/vol1/srr/SRR527/005/SRR5278615	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/005/SRR5278615				LJ41072		Lactobacillus johnsonii in vitro evolution isolate LJ41072	2017-03-01
PRJNA376205	SRP100551	SAMN06367972	SRS1996475	SRX2582456	SRR5278616	SRA539566	33959	Lactobacillus johnsonii	ILLUMINA	Illumina MiSeq	LJ5	PAIRED		WGS	GENOMIC	RANDOM	5134393	3090904586		2017-03-01	2017-03-01	Illumina MiSeq sequencing; WGS of L. johnsonii : in vitro evolution population	Lactobacillus reuteri and johnsonii Genome sequencing and assembly	PRJNA376205	LJ5	LJ5seqsmerged_R1.fastq.gz	1126052525;1274993455;	3667e15c058da542f90f00b8e3c8b2df;7e68b87e07a5e231d54da21c3d7d886b;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/006/SRR5278616/SRR5278616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/006/SRR5278616/SRR5278616_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/006/SRR5278616/SRR5278616_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/006/SRR5278616/SRR5278616_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/006/SRR5278616/SRR5278616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/006/SRR5278616/SRR5278616_2.fastq.gz;							1956501693	d72197f64f9b3c002afe1f45d63e6e9e	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/006/SRR5278616	fasp.sra.ebi.ac.uk:/vol1/srr/SRR527/006/SRR5278616	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/006/SRR5278616				LJ5		Lactobacillus johnsonii in vitro evolution population LJ5	2017-03-01
PRJNA376205	SRP100551	SAMN06367971	SRS1996476	SRX2582457	SRR5278617	SRA539566	33959	Lactobacillus johnsonii	ILLUMINA	Illumina MiSeq	LJ4	PAIRED		WGS	GENOMIC	RANDOM	3436847	2068981894		2017-03-01	2017-03-01	Illumina MiSeq sequencing; WGS of L. johnsonii : in vitro evolution population	Lactobacillus reuteri and johnsonii Genome sequencing and assembly	PRJNA376205	LJ4	LJ4seqsmerged_R1.fastq.gz	754334946;851868124;	dd8bc07ae4964af3df7eb47069623f91;453c3a8ae4cba1d0454ff68db1db0e39;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/007/SRR5278617/SRR5278617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/007/SRR5278617/SRR5278617_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/007/SRR5278617/SRR5278617_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/007/SRR5278617/SRR5278617_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/007/SRR5278617/SRR5278617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/007/SRR5278617/SRR5278617_2.fastq.gz;							1306910418	465bebc43a2aabc18deefbe37cb449ed	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/007/SRR5278617	fasp.sra.ebi.ac.uk:/vol1/srr/SRR527/007/SRR5278617	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/007/SRR5278617				LJ4		Lactobacillus johnsonii in vitro evolution population LJ4	2017-03-01
PRJNA376205	SRP100551	SAMN06367970	SRS1996477	SRX2582458	SRR5278618	SRA539566	33959	Lactobacillus johnsonii	ILLUMINA	Illumina MiSeq	LJ3	PAIRED		WGS	GENOMIC	RANDOM	3220663	1938839126		2017-03-01	2017-03-01	Illumina MiSeq sequencing; WGS of L. johnsonii : in vitro evolution population	Lactobacillus reuteri and johnsonii Genome sequencing and assembly	PRJNA376205	LJ3	LJ3seqsmerged_R1.fastq.gz	705726126;798596023;	9167fab9323d955495730fa897704ae8;5d1fa67a819bae84a6afb63d11f9a24d;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/008/SRR5278618/SRR5278618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/008/SRR5278618/SRR5278618_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/008/SRR5278618/SRR5278618_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/008/SRR5278618/SRR5278618_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/008/SRR5278618/SRR5278618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/008/SRR5278618/SRR5278618_2.fastq.gz;							1224295549	5140ce911526882e6bb1fdfacfc1ec0b	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/008/SRR5278618	fasp.sra.ebi.ac.uk:/vol1/srr/SRR527/008/SRR5278618	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/008/SRR5278618				LJ3		Lactobacillus johnsonii in vitro evolution population LJ3	2017-03-01
PRJNA376205	SRP100551	SAMN06367969	SRS1996478	SRX2582459	SRR5278619	SRA539566	33959	Lactobacillus johnsonii	ILLUMINA	Illumina MiSeq	LJ2	PAIRED		WGS	GENOMIC	RANDOM	3308670	1991819340		2017-03-01	2017-03-01	Illumina MiSeq sequencing; WGS of L. johnsonii : in vitro evolution population	Lactobacillus reuteri and johnsonii Genome sequencing and assembly	PRJNA376205	LJ2	LJ2seqsmerged_R2.fastq.gz	723941047;815401802;	bf4b5e48d36cedc715fef4e2499fc2b3;39a7f76a1cb614befbea8db230f9cd7d;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/009/SRR5278619/SRR5278619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/009/SRR5278619/SRR5278619_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/009/SRR5278619/SRR5278619_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/009/SRR5278619/SRR5278619_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/009/SRR5278619/SRR5278619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/009/SRR5278619/SRR5278619_2.fastq.gz;							1252285299	23a78b86fd1f588ff99451e95039cf3d	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/009/SRR5278619	fasp.sra.ebi.ac.uk:/vol1/srr/SRR527/009/SRR5278619	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/009/SRR5278619				LJ2		Lactobacillus johnsonii in vitro evolution population LJ2	2017-03-01
PRJNA376205	SRP100551	SAMN06364931	SRS1996479	SRX2582460	SRR5278620	SRA539566	33959	Lactobacillus johnsonii	ILLUMINA	Illumina MiSeq	LJ0	PAIRED		WGS	GENOMIC	RANDOM	550902	331643004		2017-03-01	2017-03-01	Illumina MiSeq sequencing; WGS of L. johnsonii : Mus musculus isolate	Lactobacillus reuteri and johnsonii Genome sequencing and assembly	PRJNA376205	LJ0	LJ0seqsmerged_R1.fastq.gz	125306607;140567898;	329df4c43135cb097b6545e894d494a4;fc3a11234372a0b01d3a37c6b1fd1aea;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/000/SRR5278620/SRR5278620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/000/SRR5278620/SRR5278620_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/000/SRR5278620/SRR5278620_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR527/000/SRR5278620/SRR5278620_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/000/SRR5278620/SRR5278620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/000/SRR5278620/SRR5278620_2.fastq.gz;							217214986	26e22bd5a4da7b350360b175bcbd273a	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/000/SRR5278620	fasp.sra.ebi.ac.uk:/vol1/srr/SRR527/000/SRR5278620	ftp.sra.ebi.ac.uk/vol1/srr/SRR527/000/SRR5278620				LJ0		Lactobacillus johnsonii mouse isolate LJ0	2017-03-01
